PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Sex_label,Pclass_ordinal,Title,FamilySize,IsAlone,FarePerPerson,AgeBin,Deck,Pclass_Sex,NameLength,FamilyId
162,1,2,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",female,,0,0,C.A. 33595,15.75,,S,0,1.0,Mrs,1,1,15.75,,Unknown,2_female,50,C.A. 33595
163,0,3,"Bengtsson, Mr. John Viktor",male,26.0,0,0,347068,7.775,,S,1,2.0,Mr,1,1,7.775,YoungAdult,Unknown,3_male,26,347068
164,0,3,"Calic, Mr. Jovo",male,17.0,0,0,315093,8.6625,,S,1,2.0,Mr,1,1,8.6625,Teen,Unknown,3_male,15,315093
165,0,3,"Panula, Master. Eino Viljami",male,1.0,4,1,3101295,39.6875,,S,1,2.0,Master,6,0,6.614583333333333,Child,Unknown,3_male,28,3101295
166,1,3,"Goldsmith, Master. Frank John William ""Frankie""",male,9.0,0,2,363291,20.525,,S,1,2.0,Master,3,0,6.841666666666666,Child,Unknown,3_male,47,363291
167,1,1,"Chibnall, Mrs. (Edith Martha Bowerman)",female,,0,1,113505,55.0,E33,S,0,0.0,Mrs,2,0,27.5,,E,1_female,38,113505
168,0,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,45.0,1,4,347088,27.9,,S,0,2.0,Mrs,6,0,4.6499999999999995,Adult,Unknown,3_female,47,347088
169,0,1,"Baumann, Mr. John D",male,,0,0,PC 17318,25.925,,S,1,0.0,Mr,1,1,25.925,,Unknown,1_male,19,PC 17318
170,0,3,"Ling, Mr. Lee",male,28.0,0,0,1601,56.4958,,S,1,2.0,Mr,1,1,56.4958,YoungAdult,Unknown,3_male,13,1601
171,0,1,"Van der hoef, Mr. Wyckoff",male,61.0,0,0,111240,33.5,B19,S,1,0.0,Mr,1,1,33.5,Senior,B,1_male,25,111240
172,0,3,"Rice, Master. Arthur",male,4.0,4,1,382652,29.125,,Q,1,2.0,Master,6,0,4.854166666666667,Child,Unknown,3_male,20,382652
173,1,3,"Johnson, Miss. Eleanor Ileen",female,1.0,1,1,347742,11.1333,,S,0,2.0,Miss,3,0,3.7111,Child,Unknown,3_female,28,347742
174,0,3,"Sivola, Mr. Antti Wilhelm",male,21.0,0,0,STON/O 2. 3101280,7.925,,S,1,2.0,Mr,1,1,7.925,YoungAdult,Unknown,3_male,25,STON/O 2. 3101280
175,0,1,"Smith, Mr. James Clinch",male,56.0,0,0,17764,30.6958,A7,C,1,0.0,Mr,1,1,30.6958,Adult,A,1_male,23,17764
176,0,3,"Klasen, Mr. Klas Albin",male,18.0,1,1,350404,7.8542,,S,1,2.0,Mr,3,0,2.6180666666666665,Teen,Unknown,3_male,22,350404
177,0,3,"Lefebre, Master. Henry Forbes",male,,3,1,4133,25.4667,,S,1,2.0,Master,5,0,5.0933399999999995,,Unknown,3_male,29,4133
178,0,1,"Isham, Miss. Ann Elizabeth",female,50.0,0,0,PC 17595,28.7125,C49,C,0,0.0,Miss,1,1,28.7125,Adult,C,1_female,26,PC 17595
179,0,2,"Hale, Mr. Reginald",male,30.0,0,0,250653,13.0,,S,1,1.0,Mr,1,1,13.0,YoungAdult,Unknown,2_male,18,250653
180,0,3,"Leonard, Mr. Lionel",male,36.0,0,0,LINE,,,S,1,2.0,Mr,1,1,,Adult,Unknown,3_male,19,LINE
181,0,3,"Sage, Miss. Constance Gladys",female,,8,2,CA. 2343,66.3,,S,0,2.0,Miss,11,0,6.027272727272727,,Unknown,3_female,28,CA. 2343
182,0,2,"Pernot, Mr. Rene",male,,0,0,SC/PARIS 2131,15.05,,C,1,1.0,Mr,1,1,15.05,,Unknown,2_male,16,SC/PARIS 2131
183,0,3,"Asplund, Master. Clarence Gustaf Hugo",male,9.0,4,2,347077,31.3875,,S,1,2.0,Master,7,0,4.483928571428572,Child,Unknown,3_male,37,347077
184,1,2,"Becker, Master. Richard F",male,1.0,2,1,230136,39.0,F4,S,1,1.0,Master,4,0,9.75,Child,F,2_male,25,230136
185,1,3,"Kink-Heilmann, Miss. Luise Gretchen",female,4.0,0,2,315153,22.025,,S,0,2.0,Miss,3,0,7.341666666666666,Child,Unknown,3_female,35,315153
186,0,1,"Rood, Mr. Hugh Roscoe",male,,0,0,113767,50.0,A32,S,1,0.0,Mr,1,1,50.0,,A,1_male,21,113767
187,1,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,,1,0,370365,15.5,,Q,0,2.0,Mrs,2,0,7.75,,Unknown,3_female,47,370365
188,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",male,45.0,0,0,111428,26.55,,S,1,0.0,Mr,1,1,26.55,Adult,Unknown,1_male,45,111428
189,0,3,"Bourke, Mr. John",male,40.0,1,1,364849,15.5,,Q,1,2.0,Mr,3,0,5.166666666666667,Adult,Unknown,3_male,16,364849
190,0,3,"Turcin, Mr. Stjepan",male,36.0,0,0,349247,7.8958,,S,1,2.0,Mr,1,1,7.8958,Adult,Unknown,3_male,19,349247
191,1,2,"Pinsky, Mrs. (Rosa)",female,32.0,0,0,234604,13.0,,S,0,1.0,Mrs,1,1,13.0,YoungAdult,Unknown,2_female,19,234604
192,0,2,"Carbines, Mr. William",male,19.0,0,0,28424,13.0,,S,1,1.0,Mr,1,1,13.0,YoungAdult,Unknown,2_male,21,28424
193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19.0,1,0,350046,7.8542,,S,0,2.0,Miss,2,0,3.9271,YoungAdult,Unknown,3_female,47,350046
194,1,2,"Navratil, Master. Michel M",male,3.0,1,1,230080,26.0,F2,S,1,1.0,Master,3,0,8.666666666666666,Child,F,2_male,26,230080
195,1,1,"Brown, Mrs. James Joseph (Margaret Tobin)",female,44.0,0,0,PC 17610,27.7208,B4,C,0,0.0,Mrs,1,1,27.7208,Adult,B,1_female,41,PC 17610
196,1,1,"Lurette, Miss. Elise",female,58.0,0,0,PC 17569,66.3,B80,C,0,0.0,Miss,1,1,66.3,Adult,B,1_female,20,PC 17569
197,0,3,"Mernagh, Mr. Robert",male,,0,0,368703,7.75,,Q,1,2.0,Mr,1,1,7.75,,Unknown,3_male,19,368703
198,0,3,"Olsen, Mr. Karl Siegwart Andreas",male,42.0,0,1,4579,8.4042,,S,1,2.0,Mr,2,0,4.2021,Adult,Unknown,3_male,32,4579
199,1,3,"Madigan, Miss. Margaret ""Maggie""",female,,0,0,370370,7.75,,Q,0,2.0,Miss,1,1,7.75,,Unknown,3_female,32,370370
200,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,24.0,0,0,248747,13.0,,S,0,1.0,Miss,1,1,13.0,YoungAdult,Unknown,2_female,38,248747
201,0,3,"Vande Walle, Mr. Nestor Cyriel",male,28.0,0,0,345770,9.5,,S,1,2.0,Mr,1,1,9.5,YoungAdult,Unknown,3_male,30,345770
202,0,3,"Sage, Mr. Frederick",male,,8,2,CA. 2343,66.3,,S,1,2.0,Mr,11,0,6.027272727272727,,Unknown,3_male,19,CA. 2343
203,0,3,"Johanson, Mr. Jakob Alfred",male,34.0,0,0,3101264,,,S,1,2.0,Mr,1,1,,YoungAdult,Unknown,3_male,26,3101264
204,0,3,"Youseff, Mr. Gerious",male,45.5,0,0,2628,7.225,,C,1,2.0,Mr,1,1,7.225,Adult,Unknown,3_male,20,2628
205,1,3,"Cohen, Mr. Gurshon ""Gus""",male,18.0,0,0,A/5 3540,8.05,,S,1,2.0,Mr,1,1,8.05,Teen,Unknown,3_male,24,A/5 3540
206,0,3,"Strom, Miss. Telma Matilda",female,2.0,0,1,347054,10.4625,G6,S,0,2.0,Miss,2,0,5.23125,Child,G,3_female,26,347054
207,0,3,"Backstrom, Mr. Karl Alfred",male,32.0,1,0,3101278,15.85,,S,1,2.0,Mr,2,0,7.925,YoungAdult,Unknown,3_male,26,3101278
208,1,3,"Albimona, Mr. Nassef Cassem",male,26.0,0,0,2699,18.7875,,C,1,2.0,Mr,1,1,18.7875,YoungAdult,Unknown,3_male,27,2699
209,1,3,"Carr, Miss. Helen ""Ellen""",female,16.0,0,0,367231,7.75,,Q,0,2.0,Miss,1,1,7.75,Teen,Unknown,3_female,25,367231
210,1,1,"Blank, Mr. Henry",male,40.0,0,0,112277,31.0,A31,C,1,0.0,Mr,1,1,31.0,Adult,A,1_male,16,112277
211,0,3,"Ali, Mr. Ahmed",male,24.0,0,0,SOTON/O.Q. 3101311,7.05,,S,1,2.0,Mr,1,1,7.05,YoungAdult,Unknown,3_male,14,SOTON/O.Q. 3101311
212,1,2,"Cameron, Miss. Clear Annie",female,35.0,0,0,F.C.C. 13528,21.0,,S,0,1.0,Miss,1,1,21.0,YoungAdult,Unknown,2_female,26,F.C.C. 13528
213,0,3,"Perkin, Mr. John Henry",male,22.0,0,0,A/5 21174,7.25,,S,1,2.0,Mr,1,1,7.25,YoungAdult,Unknown,3_male,22,A/5 21174
214,0,2,"Givard, Mr. Hans Kristensen",male,30.0,0,0,250646,13.0,,S,1,1.0,Mr,1,1,13.0,YoungAdult,Unknown,2_male,27,250646
215,0,3,"Kiernan, Mr. Philip",male,,1,0,367229,7.75,,Q,1,2.0,Mr,2,0,3.875,,Unknown,3_male,19,367229
216,1,1,"Newell, Miss. Madeleine",female,31.0,1,0,35273,66.3,D36,C,0,0.0,Miss,2,0,33.15,YoungAdult,D,1_female,23,35273
217,1,3,"Honkanen, Miss. Eliina",female,27.0,0,0,STON/O2. 3101283,7.925,,S,0,2.0,Miss,1,1,7.925,YoungAdult,Unknown,3_female,22,STON/O2. 3101283
218,0,2,"Jacobsohn, Mr. Sidney Samuel",male,42.0,1,0,243847,27.0,,S,1,1.0,Mr,2,0,13.5,Adult,Unknown,2_male,28,243847
219,1,1,"Bazzani, Miss. Albina",female,32.0,0,0,11813,66.3,D15,C,0,0.0,Miss,1,1,66.3,YoungAdult,D,1_female,21,11813
220,0,2,"Harris, Mr. Walter",male,30.0,0,0,W/C 14208,10.5,,S,1,1.0,Mr,1,1,10.5,YoungAdult,Unknown,2_male,18,W/C 14208
221,1,3,"Sunderland, Mr. Victor Francis",male,16.0,0,0,SOTON/OQ 392089,8.05,,S,1,2.0,Mr,1,1,8.05,Teen,Unknown,3_male,30,SOTON/OQ 392089
222,0,2,"Bracken, Mr. James H",male,27.0,0,0,220367,13.0,,S,1,1.0,Mr,1,1,13.0,YoungAdult,Unknown,2_male,20,220367
223,0,3,"Green, Mr. George Henry",male,51.0,0,0,21440,8.05,,S,1,2.0,Mr,1,1,8.05,Adult,Unknown,3_male,23,21440
224,0,3,"Nenkoff, Mr. Christo",male,,0,0,349234,7.8958,,S,1,2.0,Mr,1,1,7.8958,,Unknown,3_male,20,349234
225,1,1,"Hoyt, Mr. Frederick Maxfield",male,38.0,1,0,19943,66.3,C93,S,1,0.0,Mr,2,0,33.15,Adult,C,1_male,28,19943
226,0,3,"Berglund, Mr. Karl Ivar Sven",male,,0,0,PP 4348,9.35,,S,1,2.0,Mr,1,1,9.35,,Unknown,3_male,28,PP 4348
227,1,2,"Mellors, Mr. William John",male,19.0,0,0,SW/PP 751,10.5,,S,1,1.0,Mr,1,1,10.5,YoungAdult,Unknown,2_male,25,SW/PP 751
228,0,3,"Lovell, Mr. John Hall (""Henry"")",male,20.5,0,0,A/5 21173,7.25,,S,1,2.0,Mr,1,1,7.25,YoungAdult,Unknown,3_male,31,A/5 21173
229,0,2,"Fahlstrom, Mr. Arne Jonas",male,18.0,0,0,236171,66.3,,S,1,1.0,Mr,1,1,66.3,Teen,Unknown,2_male,25,236171
230,0,3,"Lefebre, Miss. Mathilde",female,,3,1,4133,25.4667,,S,0,2.0,Miss,5,0,5.0933399999999995,,Unknown,3_female,23,4133
231,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,35.0,1,0,36973,66.3,C83,S,0,0.0,Mrs,2,0,33.15,YoungAdult,C,1_female,44,36973
232,0,3,"Larsson, Mr. Bengt Edvin",male,29.0,0,0,347067,7.775,,S,1,2.0,Mr,1,1,7.775,YoungAdult,Unknown,3_male,24,347067
233,0,2,"Sjostedt, Mr. Ernst Adolf",male,59.0,0,0,237442,13.5,,S,1,1.0,Mr,1,1,13.5,Adult,Unknown,2_male,25,237442
234,1,3,"Asplund, Miss. Lillian Gertrud",female,5.0,4,2,347077,31.3875,,S,0,2.0,Miss,7,0,4.483928571428572,Child,Unknown,3_female,30,347077
235,0,2,"Leyson, Mr. Robert William Norman",male,24.0,0,0,C.A. 29566,10.5,,S,1,1.0,Mr,1,1,10.5,YoungAdult,Unknown,2_male,33,C.A. 29566
236,0,3,"Harknett, Miss. Alice Phoebe",female,,0,0,W./C. 6609,7.55,,S,0,2.0,Miss,1,1,7.55,,Unknown,3_female,28,W./C. 6609
237,0,2,"Hold, Mr. Stephen",male,44.0,1,0,26707,26.0,,S,1,1.0,Mr,2,0,13.0,Adult,Unknown,2_male,17,26707
238,1,2,"Collyer, Miss. Marjorie ""Lottie""",female,8.0,0,2,C.A. 31921,26.25,,S,0,1.0,Miss,3,0,8.75,Child,Unknown,2_female,32,C.A. 31921
239,0,2,"Pengelly, Mr. Frederick William",male,19.0,0,0,28665,10.5,,S,1,1.0,Mr,1,1,10.5,YoungAdult,Unknown,2_male,31,28665
240,0,2,"Hunt, Mr. George Henry",male,33.0,0,0,SCO/W 1585,12.275,,S,1,1.0,Mr,1,1,12.275,YoungAdult,Unknown,2_male,22,SCO/W 1585
241,0,3,"Zabour, Miss. Thamine",female,,1,0,2665,14.4542,,C,0,2.0,Miss,2,0,7.2271,,Unknown,3_female,21,2665
242,1,3,"Murphy, Miss. Katherine ""Kate""",female,,1,0,367230,15.5,,Q,0,2.0,Miss,2,0,7.75,,Unknown,3_female,30,367230
243,0,2,"Coleridge, Mr. Reginald Charles",male,29.0,0,0,W./C. 14263,10.5,,S,1,1.0,Mr,1,1,10.5,YoungAdult,Unknown,2_male,31,W./C. 14263
244,0,3,"Maenpaa, Mr. Matti Alexanteri",male,22.0,0,0,STON/O 2. 3101275,7.125,,S,1,2.0,Mr,1,1,7.125,YoungAdult,Unknown,3_male,29,STON/O 2. 3101275
245,0,3,"Attalah, Mr. Sleiman",male,30.0,0,0,2694,7.225,,C,1,2.0,Mr,1,1,7.225,YoungAdult,Unknown,3_male,20,2694
246,0,1,"Minahan, Dr. William Edward",male,44.0,2,0,19928,66.3,C78,Q,1,0.0,Other,3,0,22.099999999999998,Adult,C,1_male,27,19928
247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",female,25.0,0,0,347071,7.775,,S,0,2.0,Miss,1,1,7.775,YoungAdult,Unknown,3_female,37,347071
248,1,2,"Hamalainen, Mrs. William (Anna)",female,24.0,0,2,250649,14.5,,S,0,1.0,Mrs,3,0,4.833333333333333,YoungAdult,Unknown,2_female,31,250649
249,1,1,"Beckwith, Mr. Richard Leonard",male,37.0,1,1,11751,52.5542,D35,S,1,0.0,Mr,3,0,17.518066666666666,Adult,D,1_male,29,11751
250,0,2,"Carter, Rev. Ernest Courtenay",male,54.0,1,0,244252,26.0,,S,1,1.0,Other,2,0,13.0,Adult,Unknown,2_male,29,244252
251,0,3,"Reed, Mr. James George",male,,0,0,362316,7.25,,S,1,2.0,Mr,1,1,7.25,,Unknown,3_male,22,362316
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29.0,1,1,347054,10.4625,G6,S,0,2.0,Mrs,3,0,3.4875000000000003,YoungAdult,G,3_female,42,347054
253,0,1,"Stead, Mr. William Thomas",male,62.0,0,0,113514,26.55,C87,S,1,0.0,Mr,1,1,26.55,Senior,C,1_male,25,113514
254,0,3,"Lobb, Mr. William Arthur",male,30.0,1,0,A/5. 3336,16.1,,S,1,2.0,Mr,2,0,8.05,YoungAdult,Unknown,3_male,24,A/5. 3336
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41.0,0,2,370129,20.2125,,S,0,2.0,Mrs,3,0,6.7375,Adult,Unknown,3_female,40,370129
256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29.0,0,2,2650,15.2458,,C,0,2.0,Mrs,3,0,5.081933333333333,YoungAdult,Unknown,3_female,39,2650
257,1,1,"Thorne, Mrs. Gertrude Maybelle",female,,0,0,PC 17585,66.3,,C,0,0.0,Mrs,1,1,66.3,,Unknown,1_female,30,PC 17585
258,1,1,"Cherry, Miss. Gladys",female,30.0,0,0,110152,66.3,B77,S,0,0.0,Miss,1,1,66.3,YoungAdult,B,1_female,20,110152
259,1,1,"Ward, Miss. Anna",female,35.0,0,0,PC 17755,66.3,,C,0,0.0,Miss,1,1,66.3,YoungAdult,Unknown,1_female,16,PC 17755
260,1,2,"Parrish, Mrs. (Lutie Davis)",female,50.0,0,1,230433,26.0,,S,0,1.0,Mrs,2,0,13.0,Adult,Unknown,2_female,27,230433
261,0,3,"Smith, Mr. Thomas",male,,0,0,384461,7.75,,Q,1,2.0,Mr,1,1,7.75,,Unknown,3_male,17,384461
262,1,3,"Asplund, Master. Edvin Rojj Felix",male,3.0,4,2,347077,31.3875,,S,1,2.0,Master,7,0,4.483928571428572,Child,Unknown,3_male,33,347077
263,0,1,"Taussig, Mr. Emil",male,52.0,1,1,110413,66.3,E67,S,1,0.0,Mr,3,0,22.099999999999998,Adult,E,1_male,17,110413
264,0,1,"Harrison, Mr. William",male,40.0,0,0,112059,,B94,S,1,0.0,Mr,1,1,,Adult,B,1_male,21,112059
265,0,3,"Henry, Miss. Delia",female,,0,0,382649,7.75,,Q,0,2.0,Miss,1,1,7.75,,Unknown,3_female,18,382649
266,0,2,"Reeves, Mr. David",male,36.0,0,0,C.A. 17248,10.5,,S,1,1.0,Mr,1,1,10.5,Adult,Unknown,2_male,17,C.A. 17248
267,0,3,"Panula, Mr. Ernesti Arvid",male,16.0,4,1,3101295,39.6875,,S,1,2.0,Mr,6,0,6.614583333333333,Teen,Unknown,3_male,25,3101295
268,1,3,"Persson, Mr. Ernst Ulrik",male,25.0,1,0,347083,7.775,,S,1,2.0,Mr,2,0,3.8875,YoungAdult,Unknown,3_male,24,347083
269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,58.0,0,1,PC 17582,66.3,C125,S,0,0.0,Mrs,2,0,33.15,Adult,C,1_female,45,PC 17582
270,1,1,"Bissette, Miss. Amelia",female,35.0,0,0,PC 17760,66.3,C99,S,0,0.0,Miss,1,1,66.3,YoungAdult,C,1_female,22,PC 17760
271,0,1,"Cairns, Mr. Alexander",male,,0,0,113798,31.0,,S,1,0.0,Mr,1,1,31.0,,Unknown,1_male,21,113798
272,1,3,"Tornquist, Mr. William Henry",male,25.0,0,0,LINE,,,S,1,2.0,Mr,1,1,,YoungAdult,Unknown,3_male,28,LINE
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0,0,1,250644,19.5,,S,0,1.0,Mrs,2,0,9.75,Adult,Unknown,2_female,41,250644
274,0,1,"Natsch, Mr. Charles H",male,37.0,0,1,PC 17596,29.7,C118,C,1,0.0,Mr,2,0,14.85,Adult,C,1_male,21,PC 17596
275,1,3,"Healy, Miss. Hanora ""Nora""",female,,0,0,370375,7.75,,Q,0,2.0,Miss,1,1,7.75,,Unknown,3_female,26,370375
276,1,1,"Andrews, Miss. Kornelia Theodosia",female,63.0,1,0,13502,66.3,D7,S,0,0.0,Miss,2,0,33.15,Senior,D,1_female,33,13502
277,0,3,"Lindblom, Miss. Augusta Charlotta",female,45.0,0,0,347073,7.75,,S,0,2.0,Miss,1,1,7.75,Adult,Unknown,3_female,33,347073
278,0,2,"Parkes, Mr. Francis ""Frank""",male,,0,0,239853,,,S,1,1.0,Mr,1,1,,,Unknown,2_male,27,239853
279,0,3,"Rice, Master. Eric",male,7.0,4,1,382652,29.125,,Q,1,2.0,Master,6,0,4.854166666666667,Child,Unknown,3_male,18,382652
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,1,1,C.A. 2673,20.25,,S,0,2.0,Mrs,3,0,6.75,YoungAdult,Unknown,3_female,32,C.A. 2673
281,0,3,"Duane, Mr. Frank",male,65.0,0,0,336439,7.75,,Q,1,2.0,Mr,1,1,7.75,Senior,Unknown,3_male,16,336439
282,0,3,"Olsson, Mr. Nils Johan Goransson",male,28.0,0,0,347464,7.8542,,S,1,2.0,Mr,1,1,7.8542,YoungAdult,Unknown,3_male,32,347464
283,0,3,"de Pelsmaeker, Mr. Alfons",male,16.0,0,0,345778,9.5,,S,1,2.0,Mr,1,1,9.5,Teen,Unknown,3_male,25,345778
284,1,3,"Dorking, Mr. Edward Arthur",male,19.0,0,0,A/5. 10482,8.05,,S,1,2.0,Mr,1,1,8.05,YoungAdult,Unknown,3_male,26,A/5. 10482
285,0,1,"Smith, Mr. Richard William",male,,0,0,113056,26.0,A19,S,1,0.0,Mr,1,1,26.0,,A,1_male,26,113056
286,0,3,"Stankovic, Mr. Ivan",male,33.0,0,0,349239,8.6625,,C,1,2.0,Mr,1,1,8.6625,YoungAdult,Unknown,3_male,19,349239
287,1,3,"de Mulder, Mr. Theodore",male,30.0,0,0,345774,9.5,,S,1,2.0,Mr,1,1,9.5,YoungAdult,Unknown,3_male,23,345774
288,0,3,"Naidenoff, Mr. Penko",male,22.0,0,0,349206,7.8958,,S,1,2.0,Mr,1,1,7.8958,YoungAdult,Unknown,3_male,20,349206
289,1,2,"Hosono, Mr. Masabumi",male,42.0,0,0,237798,13.0,,S,1,1.0,Mr,1,1,13.0,Adult,Unknown,2_male,20,237798
290,1,3,"Connolly, Miss. Kate",female,22.0,0,0,370373,7.75,,Q,0,2.0,Miss,1,1,7.75,YoungAdult,Unknown,3_female,20,370373
291,1,1,"Barber, Miss. Ellen ""Nellie""",female,26.0,0,0,19877,66.3,,S,0,0.0,Miss,1,1,66.3,YoungAdult,Unknown,1_female,28,19877
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19.0,1,0,11967,66.3,B49,C,0,0.0,Mrs,2,0,33.15,YoungAdult,B,1_female,39,11967
293,0,2,"Levy, Mr. Rene Jacques",male,36.0,0,0,SC/Paris 2163,12.875,D,C,1,1.0,Mr,1,1,12.875,Adult,D,2_male,22,SC/Paris 2163
294,0,3,"Haas, Miss. Aloisia",female,24.0,0,0,349236,8.85,,S,0,2.0,Miss,1,1,8.85,YoungAdult,Unknown,3_female,19,349236
295,0,3,"Mineff, Mr. Ivan",male,24.0,0,0,349233,7.8958,,S,1,2.0,Mr,1,1,7.8958,YoungAdult,Unknown,3_male,16,349233
296,0,1,"Lewy, Mr. Ervin G",male,,0,0,PC 17612,27.7208,,C,1,0.0,Mr,1,1,27.7208,,Unknown,1_male,17,PC 17612
297,0,3,"Hanna, Mr. Mansour",male,23.5,0,0,2693,7.2292,,C,1,2.0,Mr,1,1,7.2292,YoungAdult,Unknown,3_male,18,2693
298,0,1,"Allison, Miss. Helen Loraine",female,2.0,1,2,113781,66.3,C22 C26,S,0,0.0,Miss,4,0,16.575,Child,C,1_female,28,113781
299,1,1,"Saalfeld, Mr. Adolphe",male,,0,0,19988,30.5,C106,S,1,0.0,Mr,1,1,30.5,,C,1_male,21,19988
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50.0,0,1,PC 17558,66.3,B58 B60,C,0,0.0,Mrs,2,0,33.15,Adult,B,1_female,47,PC 17558
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,,0,0,9234,7.75,,Q,0,2.0,Miss,1,1,7.75,,Unknown,3_female,40,9234
302,1,3,"McCoy, Mr. Bernard",male,,2,0,367226,23.25,,Q,1,2.0,Mr,3,0,7.75,,Unknown,3_male,18,367226
303,0,3,"Johnson, Mr. William Cahoone Jr",male,19.0,0,0,LINE,,,S,1,2.0,Mr,1,1,,YoungAdult,Unknown,3_male,31,LINE
304,1,2,"Keane, Miss. Nora A",female,,0,0,226593,12.35,E101,Q,0,1.0,Miss,1,1,12.35,,E,2_female,19,226593
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",male,,0,0,A/5 2466,8.05,,S,1,2.0,Mr,1,1,8.05,,Unknown,3_male,33,A/5 2466
306,1,1,"Allison, Master. Hudson Trevor",male,0.92,1,2,113781,66.3,C22 C26,S,1,0.0,Master,4,0,16.575,Child,C,1_male,30,113781
307,1,1,"Fleming, Miss. Margaret",female,,0,0,17421,66.3,,C,0,0.0,Miss,1,1,66.3,,Unknown,1_female,23,17421
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0,1,0,PC 17758,66.3,C65,C,0,0.0,Mrs,2,0,33.15,Teen,C,1_female,82,PC 17758
309,0,2,"Abelson, Mr. Samuel",male,30.0,1,0,P/PP 3381,24.0,,C,1,1.0,Mr,2,0,12.0,YoungAdult,Unknown,2_male,19,P/PP 3381
310,1,1,"Francatelli, Miss. Laura Mabel",female,30.0,0,0,PC 17485,56.9292,E36,C,0,0.0,Miss,1,1,56.9292,YoungAdult,E,1_female,30,PC 17485
311,1,1,"Hays, Miss. Margaret Bechstein",female,24.0,0,0,11767,66.3,C54,C,0,0.0,Miss,1,1,66.3,YoungAdult,C,1_female,30,11767
312,1,1,"Ryerson, Miss. Emily Borie",female,18.0,2,2,PC 17608,66.3,B57 B59 B63 B66,C,0,0.0,Miss,5,0,13.26,Teen,B,1_female,26,PC 17608
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,1,1,250651,26.0,,S,0,1.0,Mrs,3,0,8.666666666666666,YoungAdult,Unknown,2_female,37,250651
314,0,3,"Hendekovic, Mr. Ignjac",male,28.0,0,0,349243,7.8958,,S,1,2.0,Mr,1,1,7.8958,YoungAdult,Unknown,3_male,22,349243
315,0,2,"Hart, Mr. Benjamin",male,43.0,1,1,F.C.C. 13529,26.25,,S,1,1.0,Mr,3,0,8.75,Adult,Unknown,2_male,18,F.C.C. 13529
316,1,3,"Nilsson, Miss. Helmina Josefina",female,26.0,0,0,347470,7.8542,,S,0,2.0,Miss,1,1,7.8542,YoungAdult,Unknown,3_female,31,347470
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,1,0,244367,26.0,,S,0,1.0,Mrs,2,0,13.0,YoungAdult,Unknown,2_female,35,244367
318,0,2,"Moraweck, Dr. Ernest",male,54.0,0,0,29011,14.0,,S,1,1.0,Other,1,1,14.0,Adult,Unknown,2_male,20,29011
319,1,1,"Wick, Miss. Mary Natalie",female,31.0,0,2,36928,66.3,C7,S,0,0.0,Miss,3,0,22.099999999999998,YoungAdult,C,1_female,24,36928
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0,1,1,16966,66.3,E34,C,0,0.0,Mrs,3,0,22.099999999999998,Adult,E,1_female,56,16966
321,0,3,"Dennis, Mr. Samuel",male,22.0,0,0,A/5 21172,7.25,,S,1,2.0,Mr,1,1,7.25,YoungAdult,Unknown,3_male,18,A/5 21172
322,0,3,"Danoff, Mr. Yoto",male,27.0,0,0,349219,7.8958,,S,1,2.0,Mr,1,1,7.8958,YoungAdult,Unknown,3_male,16,349219
323,1,2,"Slayter, Miss. Hilda Mary",female,30.0,0,0,234818,12.35,,Q,0,1.0,Miss,1,1,12.35,YoungAdult,Unknown,2_female,25,234818
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0,1,1,248738,29.0,,S,0,1.0,Mrs,3,0,9.666666666666666,YoungAdult,Unknown,2_female,51,248738
325,0,3,"Sage, Mr. George John Jr",male,,8,2,CA. 2343,66.3,,S,1,2.0,Mr,11,0,6.027272727272727,,Unknown,3_male,24,CA. 2343
